"13996","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-19 08:39:15","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 08:44:18","403","1580640684","c984fd6a3fc40b99304884d44eeb011c","MAN","-1"
"13995","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-19 07:34:08","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 07:39:13","404","1586463763","975282740454d118491313c485112193","MAN","-1"
"13994","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-19 06:29:04","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 06:34:06","402","1579011123","d3ca31785daccc17556c300a06671ef6","MAN","-1"
"13993","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-19 05:23:59","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 05:29:02","403","1583292439","91a102abf17e762a4b38f7d3db5ed15a","MAN","-1"
"13992","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-19 04:18:51","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 04:23:57","405","1590013846","f42c3761cbf23f40289c4425319a932d","MAN","-1"
"13991","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-19 03:13:45","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 03:18:49","403","1583301151","b8c71c4bc68ba9bad35ada75bef148b7","MAN","-1"
"13990","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-19 02:08:39","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 02:13:43","404","1585243514","80ec5d7c952c27222bf1f4c16891b04d","MAN","-1"
"13989","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-19 01:03:34","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 01:08:38","404","1583252200","2bc30b5f1bd92a81b1c429670288bcb9","MAN","-1"
"13988","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-18 23:58:28","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-19 00:03:32","404","1585747701","f51056fe6119c199d1b6ad40e74644c5","MAN","-1"
"13987","Long data taking - MANGOlino - Thick Window - 55Fe 60:40","2024-02-18 22:53:23","0.5","400","400","400","500","500","1000","0","1250","0","0","0","1","1","1","-1","-1","MANGO_DATA.msl","1","0","0","0","10","100","0","0","0","0","0","2024-02-18 22:58:26","403","1577801110","4241851b2067f73f3ca3039495e77249","MAN","-1"
